UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesInvolved,Number of lymph nodes examined that are involved by metastatic neoplasm,Lymph,Lymph,Property,C13252,"A clear, transparent, sometimes faintly yellow and slightly opalescent fluid that is collected from the tissues throughout the body, flows in the lymphatic vessels (through the lymph nodes), and is eventually added to the venous blood circulation. Lymph consists of a clear liquid portion, varying numbers of white blood cells (chiefly lymphocytes), and a few red blood cells.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesInvolved,Number of lymph nodes examined that are involved by metastatic neoplasm,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesInvolved,Number of lymph nodes examined that are involved by metastatic neoplasm,Involved,Involved,Property,C25547,"To be part of or connected by participation, association or use.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,metastasisAnatomicSite,Sites of metastatic neoplasm.,Anatomic,Anatomic,Property,C25421,Relating to anatomy.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,metastasisAnatomicSite,Sites of metastatic neoplasm.,Site,Site,Property,C37901,A position in relation to its surroundings.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,metastasisAnatomicSite,Sites of metastatic neoplasm.,Metastasis,Metastasis,Property,C19151,"Metastasis is the spread or migration of cancer cells from one part of the body (the organ in which it first appeared) to another. The secondary tumor contains cells that are like those in the original (primary) tumor. For example, breast cancer cells may spread (metastasize) to the lungs and cause the growth of a new tumor. When this happens, the disease is called metastatic breast cancer. (NCI)",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Other_Routes_of_Drug_Administration,Other Route of Administration,Property,C38290,Route of drug administration not specified on this list.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Anatomic,Anatomic,Property,C25421,Relating to anatomy.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Site,Site,Property,C37901,A position in relation to its surroundings.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Other_Health_Care_Professional,Other Health Care Professional,Property,C53289,Health care professional other than listed in section D5 of FDA MedWatch form 3500A.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Other,Other,Property,C17649,Different than the one(s) previously specified or mentioned.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,otherMetastaticAnatomicSite,User-entered text describing other sites of metastasis not present in listed values,Metastatic,Metastatic,Property,C14174,,,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Characteristics that are specific to an accession of biospecimens from the breast,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Characteristics that are specific to an accession of biospecimens from the breast,Accession,Accession,ObjectClass,C45257,A process of increasing by addition (as to a collection or group).,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Characteristics that are specific to an accession of biospecimens from the breast,Malignant_Neoplasm,Malignant Neoplasm,ObjectClass,C9305,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues.  Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerAccessionCharacteristics,Characteristics that are specific to an accession of biospecimens from the breast,Characteristics,Characteristic,ObjectClass,C25447,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,A primary infiltrating carcinoma of the breast.,Carcinoma,Carcinoma,ObjectClass,C2916,"A malignant tumor arising from epithelial cells.  Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas.  Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis.  Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated.  Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites.  Lung carcinoma, skin carcinoma, breast carcinoma, and prostate carcinoma are the most frequently seen carcinomas. -- 2004",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,A primary infiltrating carcinoma of the breast.,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,A primary infiltrating carcinoma of the breast.,Invasive,Invasive,ObjectClass,C14159,"Marked by a tendency to spread, especially into healthy surrounding tissue.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,A primary infiltrating carcinoma of the breast.,Invasive_Breast_Carcinoma,Invasive Breast Carcinoma,ObjectClass,C9245,"A carcinoma that infiltrates the breast parenchyma.  The vast majority are adenocarcinomas arising from the terminal ductal lobular unit (TDLU).  Often, the invasive adenocarcinoma co-exists with ductal or lobular carcinoma in situ.  It is the most common carcinoma affecting women. --2003",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,location,The location of the tumor within the primary site.,Anatomic_Sites,Anatomic Site,Property,C13717,Named locations of or within the body.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,location,The location of the tumor within the primary site.,Location,Location,Property,C25341,"A position, site, or point in space where something can be found.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,locationMVR,Indicates the reason that the location of the tumor within the primary site is not specified,Anatomic_Sites,Anatomic Site,Property,C13717,Named locations of or within the body.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,locationMVR,Indicates the reason that the location of the tumor within the primary site is not specified,Missing_Value_Reason,Missing Value Reason,Property,C48655,"A specific reason explaining why a meaningful value is not available.  A meaningful value answers the question posed by a Data Element Concept.  In contrast, a Missing Value Reason answers the implicit question ""Why is there no 'meaningful' value?"", when there is none.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,locationMVR,Indicates the reason that the location of the tumor within the primary site is not specified,Location,Location,Property,C25341,"A position, site, or point in space where something can be found.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,venousLymphaticInvasion,Description of presence or absence of venous and lymphatic invasion,Tumor_Cell_Invasion,Tumor Cell Invasion,Property,C20625,"The local spread of tumor cells of a malignant neoplasm through infiltration or destruction of adjacent tissue; for epithelial neoplasms, invasion signifies infiltration beneath the epithelial basement membrane.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,venousLymphaticInvasion,Description of presence or absence of venous and lymphatic invasion,Vein,Vein,Property,C12814,A blood vessel that carries blood toward the heart.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,venousLymphaticInvasion,Description of presence or absence of venous and lymphatic invasion,Venous,Venous,Property,C25291,"Of, or pertaining to, or contained in, or performing the function of the veins.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,venousLymphaticInvasion,Description of presence or absence of venous and lymphatic invasion,Lymphatic,Lymphatic,Property,C25267,"Of, or relating to, or produced by lymph.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,microcalcificationLocation,Indicates where the microcalcifications are found within tumor and or tissue,Location,Location,Property,C25341,"A position, site, or point in space where something can be found.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinoma,microcalcificationLocation,Indicates where the microcalcifications are found within tumor and or tissue,Microcalcification,Microcalcification,Property,C8433,"Tiny deposits of calcium in tissue.  In the breast they can be seen using mammography, and if found in clusters may be indicative of breast cancer.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Type,Type,ObjectClass,C25284,Something distinguishable as an identifiable class based on common qualities.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Carcinoma,Carcinoma,ObjectClass,C2916,"A malignant tumor arising from epithelial cells.  Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas.  Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis.  Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated.  Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites.  Lung carcinoma, skin carcinoma, breast carcinoma, and prostate carcinoma are the most frequently seen carcinomas. -- 2004",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Histologic,Histologic,ObjectClass,C25526,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Invasive,Invasive,ObjectClass,C14159,"Marked by a tendency to spread, especially into healthy surrounding tissue.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.InvasiveBreastCarcinomaNeoplasmHistologicType,The diagnostic subclassification of invasive breast carcinoma.   ,Neoplasm,Neoplasm,ObjectClass,C3262,"An abnormal tissue growth resulted from uncontrolled cell proliferation.  Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant ones exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia.  Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias. -- 2004",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Specimen,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Specimen,The attributes that can be used to identify a specimen.,Specimen,Specimen,ObjectClass,C19157,"A part of a thing, or of several things, taken to demonstrate or to determine the character of the whole, e.g. a substance, or portion of material obtained for use in testing, examination, or study; particularly, a preparation of tissue or bodily fluid taken for examination or diagnosis.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Specimen,surgicalLabel,"The surgical label assigned to a biospecimen; for example, Block A or Part 2 ",Surgical_Procedure,Surgical Procedure,Property,C15329,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Specimen,surgicalLabel,"The surgical label assigned to a biospecimen; for example, Block A or Part 2 ",Surgical,Surgical,Property,C25698,Of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Specimen,surgicalLabel,"The surgical label assigned to a biospecimen; for example, Block A or Part 2 ",Label,Medical Product Label,Property,C41203,"Any display of a written, printed, or graphic matter upon the immediate container of any substance or device to identify something and to indicate the nature, ownership, contents and other characteristic particulars of the object. FDA and the Supreme Court have stated that label is to be interpreted liberally, and includes not only that which accompanies an article but also that which spiritually accompanies an article as well as supplements. Drug label must include: trademark and category of product, description of product chemical and physical characteristics, clinical pharmacology, pharmacokinetics, data on absorption, distribution, metabolism and excretion, special populations, clinical studies, efficacy and safety data, indications, contraindications, adverse events warnings and precautions including lab tests; potential drug interactions, carcinogens statement, pregnancy category.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,A medical record identification number that refers to a Participant,Participant,Participant,ObjectClass,C29867,Someone who takes part in an activity.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,lastName,Last name of the participant.,Last_Name,Last Name,Property,C40975,A word or group of words indicating a person's last (family) name.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,lastName,Last name of the participant.,Last,Last,Property,C25551,Coming after all others in time or space or degree or being the only one remaining.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,lastName,Last name of the participant.,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,firstName,Last name of the participant,First,First,Property,C25509,Preceding all others in time or space or degree.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,firstName,Last name of the participant,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,firstName,Last name of the participant,First_Name,First Name,Property,C40974,A word or group of words indicating a person's first (personal or given) name; the name that precedes the surname.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,middleName,First name of the participant,Middle,Middle,Property,C25569,An intermediate part or section; an area that is approximately central within some larger region.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,middleName,First name of the participant,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,birthDate,Birth date of participant.,Birth_Date,Birth Date,Property,C25296,The calendar date on which a person was born.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,birthDate,Birth date of participant.,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,birthDate,Birth date of participant.,Birth,Birth,Property,C25155,The event of being born.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,uniquePatientIdentifier,"Unique patient identifier of participant, such as Social Security Number.",Unique,Unique,Property,C45282,The single one of its kind.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,uniquePatientIdentifier,"Unique patient identifier of participant, such as Social Security Number.",Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,uniquePatientIdentifier,"Unique patient identifier of participant, such as Social Security Number.",Patient,Patient,Property,C16960,"A person who receives medical attention, care, or treatment, or who is registered with medical professional or institution with the purpose to receive medical care when necessary.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Medical,Medical,Property,C25261,Relating to the study or practice of medicine.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Record,Record,Property,C25198,"Anything (e.g., a document) providing permanent evidence of or information about past events.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,gender,Gender of a Person. Person Gender Text Type. Text designations that identify gender. Gender is described as the assemblage of properties that distinguish people on the basis of their societal roles. (caDSR CDE Public ID: 2200604 Version 2.0),Gender,Gender,Property,C17357,The assemblage of properties that distinguish people on the basis of their societal roles.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,race,The race of a patient. Race category text. The text for reporting information about race based on the Office of Management and Budget (OMB) categories. (caDSR CDE Public ID: 2192199 version 1.0),Race,Race,Property,C17049,"An arbitrary classification of taxonomic group that is a division of a species; usually arise as a consequence of geographical isolation within a species and characterised by shared heredity, physical attributes and behavior, and in case of humans, by common history, nationality, or geographic distribution.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,race,The race of a patient. Race category text. The text for reporting information about race based on the Office of Management and Budget (OMB) categories. (caDSR CDE Public ID: 2192199 version 1.0),Alpha-methylacyl-CoA_Racemase_Gene,AMACR Gene,Property,C48210,This gene plays a role in the formation of cholic acid in peroxisomes.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,ethnicity,Patient's ethnicity status. Ethnic Group Category Text.  The text for reporting information about ethnicity based on the Office of Management and Budget (OMB) categories. (caDSR CDE Public ID: 2192217 version 2.0).,Ethnicity,Ethnicity,Property,C29933,"Ethnicity - an arbitrary classification of the social group a person belongs to, and either identifies with or is identified with by others, as a result of a complex of cultural, biological, geographical and other factors such as linguistic, dietary and religion traditions; ancestry, background, allegiance, or association; and physical characteristics traditionally associated with race. Increasingly the concept is used synonymously with race but this use trend has a pragmatic basis rather than scientific.  Also, sImilar to the concept of ethnic origin which is an attempt to classify people, not according to their current ethnicity, but according to where their ancestors came from.  Ethnic origin has become a popular classification in statistics, where the concept of race has been largely discarded.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Participant,ethnicity,Patient's ethnicity status. Ethnic Group Category Text.  The text for reporting information about ethnicity based on the Office of Management and Budget (OMB) categories. (caDSR CDE Public ID: 2192217 version 2.0).,Ethnic_Group,Ethnic Group,Property,C16564,"A social group characterized by a distinctive social and cultural tradition maintained from generation to generation, a common history and origin and a sense of identification with the group; members of the group have distinctive features in their way of life, shared experiences and often a common genetic heritage; these features may be reflected in their experience of health and disease.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,Protected Health Information that uniquely identifies an accession within an institution,Accession,Accession,ObjectClass,C45257,A process of increasing by addition (as to a collection or group).,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,accessionDate,The date the procedure event was done,Accession,Accession,Property,C45257,A process of increasing by addition (as to a collection or group).,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,accessionDate,The date the procedure event was done,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,accessionDate,The date the procedure event was done,Accession_Number,Accession Number,Property,C25402,"A control number unique to an object, used to identify it among the other objects in a collection.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,surgicalPathologyNumber,Hospital surgical pathology number associated with the current specimen collection event,Surgical_Procedure,Surgical Procedure,Property,C15329,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,surgicalPathologyNumber,Hospital surgical pathology number associated with the current specimen collection event,Surgical,Surgical,Property,C25698,Of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,surgicalPathologyNumber,Hospital surgical pathology number associated with the current specimen collection event,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.Accession,surgicalPathologyNumber,Hospital surgical pathology number associated with the current specimen collection event,Pathology,Pathology,Property,C18189,"The medical science, and specialty practice, concerned with all aspects of disease, but with special reference to the essential nature, causes, and development of abnormal conditions, as well as the structural and functional changes that result from the disease processes. Informally used to mean the result of such an examination.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Unique patient identifier of participant,Participant,Participant,ObjectClass,C29867,Someone who takes part in an activity.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Unique patient identifier of participant,Medical,Medical,ObjectClass,C25261,Relating to the study or practice of medicine.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,Unique patient identifier of participant,Identifier,Identifier,ObjectClass,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,id,System generated internal identifier,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,id,System generated internal identifier,Indonesia,Indonesia,Property,C16728,"A country in Southeastern Asia, comprising the archipelago between the Indian Ocean and the Pacific Ocean.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Medical,Medical,Property,C25261,Relating to the study or practice of medicine.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.duke.catrip.cae.domain.general.ParticipantMedicalIdentifier,medicalRecordNumber,Participant's medical record number; an identifying number used by an organization providing treatment.,Record,Record,Property,C25198,"Anything (e.g., a document) providing permanent evidence of or information about past events.",NCI,,0
Logical View.Data Model.Logical Model.edu.java.lang.String,Logical View.Data Model.Logical Model.edu.java.lang.String,a character value,String_Value,String,ObjectClass,C45253,An expression consisting of a linear sequence of symbols (characters or words or phrases).,NCI,,0
Logical View.Data Model.Logical Model.edu.java.lang.Float,Logical View.Data Model.Logical Model.edu.java.lang.Float,A value that is a floating point number,Float_Value,Float,ObjectClass,C48150,A number that can have its decimal point in any position.,NCI,,0
Logical View.Data Model.Logical Model.edu.java.lang.Double,Logical View.Data Model.Logical Model.edu.java.lang.Double,A value that is a double-precision floating point number,Double,Double,ObjectClass,C54574,A twofold increase.,NCI,,0
